swept_param_id,swept_param_label,swept_param_group,param_value,param_value_str,in_steps,in_time_step,in_range_noise_act,in_az_noise_act,in_dop_noise_act,in_process_noise_q,in_range_noise_gss,in_az_noise_gss,in_dop_noise_gss,in_rangex_noise_gss,in_rangey_noise_gss,in_init_range,in_init_x,in_init_y,in_init_vx,in_init_vy,in_P0_range,in_P0_x,in_P0_y,in_P0_vx,in_P0_vy,in_sensor_range0,in_sensor_az0,in_sensor_speed,in_sensor_accel,in_sensor_yaw,in_sensor_yawrate,in_sensor_yawraterate,in_target_range0,in_target_az0,in_target_speed,in_target_accel,in_target_yaw,in_target_yawrate,in_target_yawraterate,in_sensor_turnrate,in_target_turnrate,in_state_meas,in_sensor_traj,in_target_traj,rmse_rangex,rmse_rangey,rmse_vx,rmse_vy,rmse_azimuth,run_failed
P07,Range noise guess (m),Meas Noise Guess,0.14251026703029984,0.14251026703029984,1000,1.0,0.1,0.1,0.1,0.001,0.14251026703029984,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.196430861700624,2.4737520809292266,0.28256524935939686,0.5362610455749555,0.7448380679741359,False
P07,Range noise guess (m),Meas Noise Guess,0.17012542798525893,0.17012542798525893,1000,1.0,0.1,0.1,0.1,0.001,0.17012542798525893,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.172685557590431,2.339505038050244,0.027427241370405628,0.05836131374974515,0.7155400144546189,False
P07,Range noise guess (m),Meas Noise Guess,0.20309176209047358,0.20309176209047358,1000,1.0,0.1,0.1,0.1,0.001,0.20309176209047358,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,,,,,,True
P07,Range noise guess (m),Meas Noise Guess,0.24244620170823283,0.24244620170823283,1000,1.0,0.1,0.1,0.1,0.001,0.24244620170823283,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,,,,,,True
P07,Range noise guess (m),Meas Noise Guess,0.28942661247167517,0.28942661247167517,1000,1.0,0.1,0.1,0.1,0.001,0.28942661247167517,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.196748030112191,2.63501937244644,0.27298808216304293,0.820161519685497,0.764742825511636,False
P07,Range noise guess (m),Meas Noise Guess,0.345510729459222,0.345510729459222,1000,1.0,0.1,0.1,0.1,0.001,0.345510729459222,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.201043058415835,2.4987546234305245,0.31399696361081003,0.5877452855663278,0.7489664157820621,False
P07,Range noise guess (m),Meas Noise Guess,0.41246263829013524,0.41246263829013524,1000,1.0,0.1,0.1,0.1,0.001,0.41246263829013524,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,,,,,,True
P07,Range noise guess (m),Meas Noise Guess,0.49238826317067413,0.49238826317067413,1000,1.0,0.1,0.1,0.1,0.001,0.49238826317067413,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.174812581177413,2.333077031371777,0.02698590342104893,0.07114261159944378,0.7150963901711718,False
P07,Range noise guess (m),Meas Noise Guess,0.5878016072274915,0.5878016072274915,1000,1.0,0.1,0.1,0.1,0.001,0.5878016072274915,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.239438981880557,2.6314853989975124,0.45519568117484893,0.7753378272007277,0.7858434147871324,False
P07,Range noise guess (m),Meas Noise Guess,0.701703828670383,0.701703828670383,1000,1.0,0.1,0.1,0.1,0.001,0.701703828670383,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.207996147425929,2.7004708048262325,0.34601059765979375,0.8983703713415591,0.7798444911386004,False
P07,Range noise guess (m),Meas Noise Guess,0.837677640068292,0.837677640068292,1000,1.0,0.1,0.1,0.1,0.001,0.837677640068292,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.203295785093806,2.513226531115153,0.32983956748556187,0.5917229852733059,0.7534380124845459,False
P07,Range noise guess (m),Meas Noise Guess,1.0,1.0,1000,1.0,0.1,0.1,0.1,0.001,1.0,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.170812665218861,2.3360241211221733,0.02698458964270479,0.0640350923676955,0.7149803722335746,False
P07,Range noise guess (m),Meas Noise Guess,1.1937766417144369,1.1937766417144369,1000,1.0,0.1,0.1,0.1,0.001,1.1937766417144369,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.204958147528772,2.5202256701132972,0.3272343247835156,0.6188300137692531,0.7538399001604063,False
P07,Range noise guess (m),Meas Noise Guess,1.4251026703029992,1.4251026703029992,1000,1.0,0.1,0.1,0.1,0.001,1.4251026703029992,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.20437219903519,2.465533752030528,0.3107679227404649,0.5236090747644787,0.746055925391241,False
P07,Range noise guess (m),Meas Noise Guess,1.7012542798525891,1.7012542798525891,1000,1.0,0.1,0.1,0.1,0.001,1.7012542798525891,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.190421378805738,2.4838992846293433,0.25779724536354737,0.5595651889932385,0.7429033578554908,False
P07,Range noise guess (m),Meas Noise Guess,2.030917620904737,2.030917620904737,1000,1.0,0.1,0.1,0.1,0.001,2.030917620904737,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,,,,,,True
P07,Range noise guess (m),Meas Noise Guess,2.424462017082328,2.424462017082328,1000,1.0,0.1,0.1,0.1,0.001,2.424462017082328,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,,,,,,True
P07,Range noise guess (m),Meas Noise Guess,2.8942661247167516,2.8942661247167516,1000,1.0,0.1,0.1,0.1,0.001,2.8942661247167516,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.196019676836214,2.4868144519608473,0.2726090651572698,0.553690534192495,0.7453592645399141,False
P07,Range noise guess (m),Meas Noise Guess,3.4551072945922217,3.4551072945922217,1000,1.0,0.1,0.1,0.1,0.001,3.4551072945922217,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.2154914811529185,2.893473002920326,0.38719014440105615,1.1154408359469556,0.8070203051544892,False
P07,Range noise guess (m),Meas Noise Guess,4.1246263829013525,4.1246263829013525,1000,1.0,0.1,0.1,0.1,0.001,4.1246263829013525,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.2163268266624625,2.585429492120914,0.39747874111000187,0.7040723963945985,0.7689376490598675,False
P07,Range noise guess (m),Meas Noise Guess,4.923882631706742,4.923882631706742,1000,1.0,0.1,0.1,0.1,0.001,4.923882631706742,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.227944179426392,2.5822753327111987,0.4319881212418429,0.7089181970386566,0.7732605559184604,False
P07,Range noise guess (m),Meas Noise Guess,5.878016072274912,5.878016072274912,1000,1.0,0.1,0.1,0.1,0.001,5.878016072274912,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.2009908594439205,2.4925254533925596,0.3066655229390027,0.565683351925979,0.7479423911721711,False
P07,Range noise guess (m),Meas Noise Guess,7.01703828670383,7.01703828670383,1000,1.0,0.1,0.1,0.1,0.001,7.01703828670383,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.209124474064836,2.589467045450369,0.3541026149658805,0.7232150036099442,0.7652437883979071,False
P07,Range noise guess (m),Meas Noise Guess,8.376776400682925,8.376776400682925,1000,1.0,0.1,0.1,0.1,0.001,8.376776400682925,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.190458664697747,2.6552008471878064,0.2418258901143727,0.8291325462303101,0.7645083788613634,False
P07,Range noise guess (m),Meas Noise Guess,10.0,10.0,1000,1.0,0.1,0.1,0.1,0.001,10.0,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.190436387159488,2.74322537090538,0.24569697306446922,0.9469756137807125,0.776594820747774,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.001,0.001,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.001,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.174723168179073,2.3320241587577817,0.025461800854540695,0.07647282975242915,0.7150400090436718,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.001193776641714437,0.001193776641714437,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.001193776641714437,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.20209089971037,2.5058286684801057,0.3113057159850325,0.6014585495969825,0.752092813865263,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.0014251026703029977,0.0014251026703029977,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.0014251026703029977,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.17448457180729,2.3360741638302787,0.027556327791513412,0.062677310057035,0.7151395693933298,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.0017012542798525892,0.0017012542798525892,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.0017012542798525892,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.197377046870287,2.506522825492776,0.2954644944301624,0.5834499252541034,0.7486251820610006,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.002030917620904735,0.002030917620904735,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.002030917620904735,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.195529538760148,2.5795867188345123,0.26938868005295635,0.7168889822138635,0.7568370231431368,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.0024244620170823282,0.0024244620170823282,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.0024244620170823282,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.192418164788129,2.4581031822844635,0.2505882338557931,0.5175541128306155,0.7394568439926925,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.0028942661247167516,0.0028942661247167516,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.0028942661247167516,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.209158489422545,2.6694327817001486,0.35118750380172536,0.8608830830996341,0.7728580362747749,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.003455107294592218,0.003455107294592218,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.003455107294592218,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.191340027952629,2.43901121933067,0.24618299505515887,0.4650583704293539,0.7365739153900982,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.004124626382901352,0.004124626382901352,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.004124626382901352,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.216576428082481,2.662763629487884,0.38209309757533133,0.8394091936315736,0.7784513223822154,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.004923882631706742,0.004923882631706742,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.004923882631706742,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.199646163665662,2.742083317088706,0.29390518583195663,0.9546976997047382,0.7794208301463563,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.0058780160722749115,0.0058780160722749115,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.0058780160722749115,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.193404797286252,2.5130446330237097,0.2689933409691066,0.606795390299379,0.7475962256407599,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.00701703828670383,0.00701703828670383,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.00701703828670383,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.199043642230234,2.594457124304678,0.30144062347064454,0.7285697722657607,0.7639239498226614,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.008376776400682925,0.008376776400682925,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.008376776400682925,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.214556816037631,2.636267432523326,0.3754002351144603,0.8148769628386497,0.771107462279393,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.01,0.01,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.01,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.175875672819037,2.33661073068111,0.0265388025125778,0.05781387189247458,0.7156236162456434,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.01193776641714437,0.01193776641714437,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.01193776641714437,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.192506941772504,2.4545265092713535,0.2594185070942929,0.500688612365732,0.7400633875238137,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.014251026703029985,0.014251026703029985,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.014251026703029985,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.174090066861408,2.3351220743500662,0.02524286527897233,0.05821005550537753,0.7155189196575831,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.017012542798525893,0.017012542798525893,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.017012542798525893,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.190446991169781,2.496094746142184,0.25448604573977496,0.5796976630713824,0.7450991710506966,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.020309176209047358,0.020309176209047358,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.020309176209047358,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.211628571507707,2.5342756319482342,0.36061423307272883,0.6390080422721431,0.7576926159876237,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.024244620170823284,0.024244620170823284,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.024244620170823284,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.194915359840131,2.5946563580848014,0.2768712967612546,0.7531794339158919,0.7593437297917492,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.028942661247167517,0.028942661247167517,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.028942661247167517,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.203894581208597,2.4904670148758283,0.3231779380926084,0.5666483445270376,0.7496376506060675,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.0345510729459222,0.0345510729459222,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.0345510729459222,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.210578514426383,2.4789470401858638,0.36204821382704594,0.5470412086847489,0.7504397561560193,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.04124626382901352,0.04124626382901352,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.04124626382901352,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.180414291888493,2.34499402919725,0.06859475858331383,0.11220512906669616,0.7156455663662034,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.04923882631706741,0.04923882631706741,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.04923882631706741,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.170053681615611,2.33800746621423,0.0586685075616403,0.10167047834274262,0.7152467174179044,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.05878016072274915,0.05878016072274915,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.05878016072274915,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.17372175412177,2.3335224359749436,0.05987099536120996,0.09915085459523515,0.7140480409965845,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.07017038286703829,0.07017038286703829,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.07017038286703829,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.175882361602126,2.3447525585905478,0.05715238032497628,0.10776856633889255,0.7159069731220852,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.0837677640068292,0.0837677640068292,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.0837677640068292,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,,,,,,True
P08,Azimuth noise guess (°),Meas Noise Guess,0.1,0.1,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.1,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.204530316638688,2.6510770669405286,0.3302883031084971,0.8086934943432295,0.7730039845659179,False
P08,Azimuth noise guess (°),Meas Noise Guess,0.1193776641714437,0.1193776641714437,1000,1.0,0.1,0.1,0.1,0.001,0.1,0.1193776641714437,0.1,0.1,0.1,100.0,70.0,-70.0,0.5,0.5,20000.0,20000.0,20000.0,10.0,10.0,-100.0,0.0,1.0,0.0,30.0,0.0,0.0,200.0,0.0,1.0,0.0,45.0,0.0,0.0,0.5,0.6,2+4,FreeTraj,FreeTraj,4.204518738787165,2.5716728757875633,0.3212303469184404,0.7044816336124905,0.7610020280970526,False
